term,description,category,subcategory,lang
Тұран тасымал,"Тұран – Түркістан өлкесінің, оның тұрғындарының байырғы атауы. Түріктер мекендейтін жер, елдің атауы. Тасымал – нәрсені, затты, жүкті бір жерден екінші жерге жеткізу ісі.",Зауыттар,Ірі өндіріс орындары,kk
Қорытпа,Екі немесе одан көп элементтерді балқыту тәсілімен қорытылып алынатын металдық қасиеттері бар материалдар; қорытылған металл.,Зауыттар,Ірі өндіріс орындары,kk
Жел-қуат,"Жел – кейде қатты, кейде баяу соғатын ауа ағымы. Қуат – күш, әл, жігер.",Зауыттар,Ірі өндіріс орындары,kk
Ем-шипа,"Ауру-сырқауды сауықтыруға себеп болатын ем, дауа.",Зауыттар,Ірі өндіріс орындары,kk
Асыл арман,"Адам жүрегінің ең қымбат әрі бағалы арманы, өмірдегі ең жоғары мақсат пен ұмтылыс.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Есентай,"Есен – амандық, саулық, түгелдік.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Гүлдала,"Гүл – түрлі-түсті, үлбіреген хош иісті өсімдіктің жалпы атауы. Дала – кең байтақ жазық жер.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Шұғыла,"Күннің нұры, жарығы, сәулесі; Күн шапағы сынды ою-өрнек атауы.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Өнер,"Бір істі ұқсатып жасау қасиеті, шеберлік. Адамзаттың ұлы эмоциялық-өнегелік тәжірибесі.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Ақкент,"Ақ – түс атауы. Таза, кіршіксіз. Кент – шағын мекенжай немесе соқпалы қабырғалармен қоршалған шағын қала.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Жасқанат,"Жас – адамның, жануардың өмір сүру жыл саны. Уылжыған, балғын. Қанат – үйдің қабырғасы. Тамның қанаты кең.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Жаңа қуат,"Жаңа – өңі кетпеген, ұсталмаған. Сегіз жасар бүркіт. Қуат – күш, қайрат, дәрмен.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Саялы,"Тыныстауға жайлы, саясы мол, келеңкелі жер.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Теректі,"Бұтағы жайылмай, тік өсетін үйеңкі тұқымдас ірі ағаш. Теректі – терегі көп, терегі өскен аймақ.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Тұлпар,"Ұзақ сапар, ауыр шайқастарда батырлар мінген асқан жүйрік, дүлдүл ат.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Таужолы,"Тау – жер бетінен жоғары, көтеріңкі өркештеніп тізбектеліп, созылып жатқан құзды биіктік. Жол – тапталған із, сүрлеу.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Нұркент,"Нұр – жарық, сәуле, шұғыла. Кент – шағын мекенжай немесе соқпалы қабырғалармен қоршалған шағын қала.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Таусамалы,"Тау – жер бетінен жоғары, көтеріңкі өркештеніп тізбектеліп, созылып жатқан құзды биіктік. Самал – Шығыстан соғатын жел.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Мамыр,Көктемнің соңғы айы.,Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Қарғалы,"Алматы облысы, Жамбыл ауданындағы өзен, қыстау, жайлау атаулары. ""Қарғалы қой"" деген түсінік - майлы, жүнді тұқымды қой дегенді білдіреді.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Көкқайнар,"Көк – әуе, аспан. Мына көкті қаптап еді қара бұлт. Қайнар – бастаудың жер астынан бұрқылдап шығатын жері.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Құлагер,Құла түсті кер аттың аты. Әйгілі сері Ақан серінің аты – Құлагер.,Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Мәдениет,"Адам баласының ақыл-ойының жетістігі; Жетілгендік, дамығандық, өркениеттілік.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Нұрлытау,"Нұр – жарық, сәуле, шұғыла. Тау – жер бетінен жоғары, көтеріңкі өркештеніп тізбектеліп, созылып жатқан құзды биіктік.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Болашақ,"Алдағы уақыт, келешек. Балғын ұрпақ, сенің болашағыңды... Біле білсең, мына біздер сақтаған!",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
Таугүл,"Тау – жер бетінен жоғары, көтеріңкі өркештеніп тізбектеліп, созылып жатқан құзды биіктік. Гүл – түрлі-түсті, үлбіреген хош иісті өсімдіктің жалпы атауы.",Жылжымайтын мүлік орындары,Тұрғын үй кешендері,kk
